Groups:

Data:
time unit: s, TestP5_audio:audio|AUD_DACDAT, TestP5_audio:audio|AUD_DACLRCK, 
72574, 0, 0, 
72575, 1, 0, 
72576, 0, 0, 
72577, 1, 0, 
72578, 1, 0, 
72579, 0, 0, 
72580, 0, 0, 
72581, 0, 0, 
72582, 0, 0, 
72583, 0, 0, 
72584, 0, 0, 
72585, 0, 0, 
72586, 0, 0, 
72587, 1, 0, 
72588, 0, 0, 
72589, 0, 0, 
72590, 0, 0, 
72591, 1, 0, 
72592, 0, 0, 
72593, 0, 0, 
72594, 1, 0, 
72595, 0, 0, 
72596, 1, 0, 
72597, 0, 0, 
72598, 0, 0, 
72599, 0, 0, 
72600, 0, 0, 
72601, 0, 0, 
72602, 0, 1, 
72603, 0, 1, 
72604, 0, 1, 
72605, 0, 1, 
72606, 0, 1, 
72607, 0, 1, 
72608, 0, 1, 
72609, 0, 1, 
72610, 0, 1, 
72611, 0, 1, 
72612, 0, 1, 
72613, 0, 1, 
72614, 0, 1, 
72615, 0, 1, 
72616, 0, 1, 
72617, 0, 1, 
72618, 0, 1, 
72619, 0, 1, 
72620, 0, 1, 
72621, 0, 1, 
72622, 0, 1, 
72623, 0, 1, 
72624, 0, 1, 
72625, 0, 1, 
72626, 0, 1, 
72627, 0, 1, 
72628, 0, 1, 
72629, 0, 1, 
72630, 0, 1, 
72631, 0, 1, 
72632, 0, 1, 
72633, 0, 1, 
72634, 0, 0, 
72635, 0, 0, 
72636, 1, 0, 
72637, 1, 0, 
72638, 1, 0, 
72639, 0, 0, 
72640, 1, 0, 
72641, 0, 0, 
72642, 1, 0, 
72643, 0, 0, 
72644, 0, 0, 
72645, 0, 0, 
72646, 0, 0, 
72647, 0, 0, 
72648, 1, 0, 
72649, 0, 0, 
72650, 0, 0, 
72651, 0, 0, 
72652, 1, 0, 
72653, 1, 0, 
72654, 1, 0, 
72655, 0, 0, 
72656, 1, 0, 
72657, 0, 0, 
72658, 0, 0, 
72659, 0, 0, 
72660, 0, 0, 
72661, 0, 0, 
72662, 0, 0, 
72663, 0, 0, 
72664, 0, 0, 
72665, 0, 0, 
72666, 0, 1, 
72667, 0, 1, 
72668, 0, 1, 
72669, 0, 1, 
72670, 0, 1, 
72671, 0, 1, 
72672, 0, 1, 
72673, 0, 1, 
72674, 0, 1, 
72675, 0, 1, 
72676, 0, 1, 
72677, 0, 1, 
72678, 0, 1, 
72679, 0, 1, 
72680, 0, 1, 
72681, 0, 1, 
72682, 0, 1, 
72683, 0, 1, 
72684, 0, 1, 
72685, 0, 1, 
72686, 0, 1, 
72687, 0, 1, 
72688, 0, 1, 
72689, 0, 1, 
72690, 0, 1, 
72691, 0, 1, 
72692, 0, 1, 
72693, 0, 1, 
72694, 0, 1, 
72695, 0, 1, 
72696, 0, 1, 
72697, 0, 1, 
72698, 0, 0, 
72699, 1, 0, 
72700, 0, 0, 
72701, 0, 0, 
72702, 0, 0, 
72703, 0, 0, 
72704, 0, 0, 
72705, 0, 0, 
72706, 0, 0, 
72707, 0, 0, 
72708, 1, 0, 
72709, 1, 0, 
72710, 0, 0, 
72711, 1, 0, 
72712, 1, 0, 
72713, 0, 0, 
72714, 0, 0, 
72715, 0, 0, 
72716, 0, 0, 
72717, 0, 0, 
72718, 1, 0, 
72719, 0, 0, 
72720, 1, 0, 
72721, 1, 0, 
72722, 1, 0, 
72723, 0, 0, 
72724, 0, 0, 
72725, 0, 0, 
72726, 0, 0, 
72727, 0, 0, 
72728, 0, 0, 
72729, 0, 0, 
72730, 0, 1, 
72731, 0, 1, 
72732, 0, 1, 
72733, 0, 1, 
72734, 0, 1, 
72735, 0, 1, 
72736, 0, 1, 
72737, 0, 1, 
72738, 0, 1, 
72739, 0, 1, 
72740, 0, 1, 
72741, 0, 1, 
72742, 0, 1, 
72743, 0, 1, 
72744, 0, 1, 
72745, 0, 1, 
72746, 0, 1, 
72747, 0, 1, 
72748, 0, 1, 
72749, 0, 1, 
72750, 0, 1, 
72751, 0, 1, 
72752, 0, 1, 
72753, 0, 1, 
72754, 0, 1, 
72755, 0, 1, 
72756, 0, 1, 
72757, 0, 1, 
72758, 0, 1, 
72759, 0, 1, 
72760, 0, 1, 
72761, 0, 1, 
72762, 0, 0, 
72763, 1, 0, 
72764, 0, 0, 
72765, 0, 0, 
72766, 0, 0, 
72767, 1, 0, 
72768, 0, 0, 
72769, 1, 0, 
72770, 0, 0, 
72771, 1, 0, 
72772, 0, 0, 
72773, 0, 0, 
72774, 1, 0, 
72775, 0, 0, 
72776, 0, 0, 
72777, 1, 0, 
72778, 0, 0, 
72779, 0, 0, 
72780, 1, 0, 
72781, 1, 0, 
72782, 1, 0, 
72783, 1, 0, 
72784, 1, 0, 
72785, 0, 0, 
72786, 1, 0, 
72787, 1, 0, 
72788, 0, 0, 
72789, 0, 0, 
72790, 0, 0, 
72791, 0, 0, 
72792, 0, 0, 
72793, 0, 0, 
72794, 0, 1, 
72795, 0, 1, 
72796, 0, 1, 
72797, 0, 1, 
72798, 0, 1, 
72799, 0, 1, 
72800, 0, 1, 
72801, 0, 1, 
72802, 0, 1, 
72803, 0, 1, 
72804, 0, 1, 
72805, 0, 1, 
72806, 0, 1, 
72807, 0, 1, 
72808, 0, 1, 
72809, 0, 1, 
72810, 0, 1, 
72811, 0, 1, 
72812, 0, 1, 
72813, 0, 1, 
72814, 0, 1, 
72815, 0, 1, 
72816, 0, 1, 
72817, 0, 1, 
72818, 0, 1, 
72819, 0, 1, 
72820, 0, 1, 
72821, 0, 1, 
72822, 0, 1, 
72823, 0, 1, 
72824, 0, 1, 
72825, 0, 1, 
72826, 0, 0, 
72827, 1, 0, 
72828, 0, 0, 
72829, 0, 0, 
72830, 1, 0, 
72831, 0, 0, 
72832, 1, 0, 
72833, 0, 0, 
72834, 0, 0, 
72835, 0, 0, 
72836, 1, 0, 
72837, 0, 0, 
72838, 1, 0, 
72839, 0, 0, 
72840, 0, 0, 
72841, 0, 0, 
72842, 0, 0, 
72843, 0, 0, 
72844, 1, 0, 
72845, 1, 0, 
72846, 1, 0, 
72847, 0, 0, 
72848, 0, 0, 
72849, 0, 0, 
72850, 0, 0, 
72851, 1, 0, 
72852, 0, 0, 
72853, 0, 0, 
72854, 0, 0, 
72855, 0, 0, 
72856, 0, 0, 
72857, 0, 0, 
72858, 0, 1, 
72859, 0, 1, 
72860, 0, 1, 
72861, 0, 1, 
72862, 0, 1, 
72863, 0, 1, 
72864, 0, 1, 
72865, 0, 1, 
72866, 0, 1, 
72867, 0, 1, 
72868, 0, 1, 
72869, 0, 1, 
72870, 0, 1, 
72871, 0, 1, 
72872, 0, 1, 
72873, 0, 1, 
72874, 0, 1, 
72875, 0, 1, 
72876, 0, 1, 
72877, 0, 1, 
72878, 0, 1, 
72879, 0, 1, 
72880, 0, 1, 
72881, 0, 1, 
72882, 0, 1, 
72883, 0, 1, 
72884, 0, 1, 
72885, 0, 1, 
72886, 0, 1, 
72887, 0, 1, 
72888, 0, 1, 
72889, 0, 1, 
72890, 0, 0, 
72891, 1, 0, 
72892, 0, 0, 
72893, 0, 0, 
72894, 1, 0, 
72895, 1, 0, 
72896, 1, 0, 
72897, 1, 0, 
72898, 0, 0, 
72899, 1, 0, 
72900, 1, 0, 
72901, 0, 0, 
72902, 1, 0, 
72903, 0, 0, 
72904, 1, 0, 
72905, 0, 0, 
72906, 0, 0, 
72907, 0, 0, 
72908, 1, 0, 
72909, 0, 0, 
72910, 1, 0, 
72911, 0, 0, 
72912, 0, 0, 
72913, 1, 0, 
72914, 0, 0, 
72915, 1, 0, 
72916, 0, 0, 
72917, 0, 0, 
72918, 0, 0, 
72919, 0, 0, 
72920, 0, 0, 
72921, 0, 0, 
72922, 0, 1, 
72923, 0, 1, 
72924, 0, 1, 
72925, 0, 1, 
72926, 0, 1, 
72927, 0, 1, 
72928, 0, 1, 
72929, 0, 1, 
72930, 0, 1, 
72931, 0, 1, 
72932, 0, 1, 
72933, 0, 1, 
72934, 0, 1, 
72935, 0, 1, 
72936, 0, 1, 
72937, 0, 1, 
72938, 0, 1, 
72939, 0, 1, 
72940, 0, 1, 
72941, 0, 1, 
72942, 0, 1, 
72943, 0, 1, 
72944, 0, 1, 
72945, 0, 1, 
72946, 0, 1, 
72947, 0, 1, 
72948, 0, 1, 
72949, 0, 1, 
72950, 0, 1, 
72951, 0, 1, 
72952, 0, 1, 
72953, 0, 1, 
72954, 0, 0, 
72955, 1, 0, 
72956, 0, 0, 
72957, 1, 0, 
72958, 0, 0, 
72959, 0, 0, 
72960, 1, 0, 
72961, 1, 0, 
72962, 1, 0, 
72963, 0, 0, 
72964, 1, 0, 
72965, 0, 0, 
72966, 0, 0, 
72967, 1, 0, 
72968, 1, 0, 
72969, 1, 0, 
72970, 0, 0, 
72971, 1, 0, 
72972, 0, 0, 
72973, 0, 0, 
72974, 0, 0, 
72975, 0, 0, 
72976, 0, 0, 
72977, 1, 0, 
72978, 1, 0, 
72979, 1, 0, 
72980, 0, 0, 
72981, 0, 0, 
72982, 0, 0, 
72983, 0, 0, 
72984, 0, 0, 
72985, 0, 0, 
72986, 0, 1, 
72987, 0, 1, 
72988, 0, 1, 
72989, 0, 1, 
72990, 0, 1, 
72991, 0, 1, 
72992, 0, 1, 
72993, 0, 1, 
72994, 0, 1, 
72995, 0, 1, 
72996, 0, 1, 
72997, 0, 1, 
72998, 0, 1, 
72999, 0, 1, 
73000, 0, 1, 
73001, 0, 1, 
73002, 0, 1, 
73003, 0, 1, 
73004, 0, 1, 
73005, 0, 1, 
73006, 0, 1, 
73007, 0, 1, 
73008, 0, 1, 
73009, 0, 1, 
73010, 0, 1, 
73011, 0, 1, 
73012, 0, 1, 
73013, 0, 1, 
73014, 0, 1, 
73015, 0, 1, 
73016, 0, 1, 
73017, 0, 1, 
73018, 0, 0, 
73019, 1, 0, 
73020, 0, 0, 
73021, 1, 0, 
73022, 1, 0, 
73023, 0, 0, 
73024, 0, 0, 
73025, 0, 0, 
73026, 0, 0, 
73027, 1, 0, 
73028, 0, 0, 
73029, 0, 0, 
73030, 1, 0, 
73031, 0, 0, 
73032, 0, 0, 
73033, 0, 0, 
73034, 1, 0, 
73035, 1, 0, 
73036, 1, 0, 
73037, 0, 0, 
73038, 1, 0, 
73039, 0, 0, 
73040, 1, 0, 
73041, 1, 0, 
73042, 1, 0, 
73043, 1, 0, 
73044, 0, 0, 
73045, 0, 0, 
73046, 0, 0, 
73047, 0, 0, 
73048, 0, 0, 
73049, 0, 0, 
73050, 0, 1, 
73051, 0, 1, 
73052, 0, 1, 
73053, 0, 1, 
73054, 0, 1, 
73055, 0, 1, 
73056, 0, 1, 
73057, 0, 1, 
73058, 0, 1, 
73059, 0, 1, 
73060, 0, 1, 
73061, 0, 1, 
73062, 0, 1, 
73063, 0, 1, 
73064, 0, 1, 
73065, 0, 1, 
73066, 0, 1, 
73067, 0, 1, 
73068, 0, 1, 
73069, 0, 1, 
73070, 0, 1, 
73071, 0, 1, 
73072, 0, 1, 
73073, 0, 1, 
73074, 0, 1, 
73075, 0, 1, 
73076, 0, 1, 
73077, 0, 1, 
73078, 0, 1, 
73079, 0, 1, 
73080, 0, 1, 
73081, 0, 1, 
73082, 0, 0, 
73083, 1, 0, 
73084, 0, 0, 
73085, 1, 0, 
73086, 1, 0, 
73087, 0, 0, 
73088, 1, 0, 
73089, 1, 0, 
73090, 1, 0, 
73091, 1, 0, 
73092, 1, 0, 
73093, 0, 0, 
73094, 0, 0, 
73095, 1, 0, 
73096, 1, 0, 
73097, 1, 0, 
73098, 1, 0, 
73099, 0, 0, 
73100, 1, 0, 
73101, 0, 0, 
73102, 0, 0, 
73103, 1, 0, 
73104, 1, 0, 
73105, 0, 0, 
73106, 1, 0, 
73107, 0, 0, 
73108, 0, 0, 
73109, 0, 0, 
73110, 0, 0, 
73111, 0, 0, 
73112, 0, 0, 
73113, 0, 0, 
73114, 0, 1, 
73115, 0, 1, 
73116, 0, 1, 
73117, 0, 1, 
73118, 0, 1, 
73119, 0, 1, 
73120, 0, 1, 
73121, 0, 1, 
73122, 0, 1, 
73123, 0, 1, 
73124, 0, 1, 
73125, 0, 1, 
73126, 0, 1, 
73127, 0, 1, 
73128, 0, 1, 
73129, 0, 1, 
73130, 0, 1, 
73131, 0, 1, 
73132, 0, 1, 
73133, 0, 1, 
73134, 0, 1, 
73135, 0, 1, 
73136, 0, 1, 
73137, 0, 1, 
73138, 0, 1, 
73139, 0, 1, 
73140, 0, 1, 
73141, 0, 1, 
73142, 0, 1, 
73143, 0, 1, 
73144, 0, 1, 
73145, 0, 1, 
73146, 0, 0, 
73147, 1, 0, 
73148, 0, 0, 
73149, 1, 0, 
73150, 1, 0, 
73151, 1, 0, 
73152, 1, 0, 
73153, 1, 0, 
73154, 1, 0, 
73155, 0, 0, 
73156, 0, 0, 
73157, 1, 0, 
73158, 0, 0, 
73159, 0, 0, 
73160, 0, 0, 
73161, 1, 0, 
73162, 1, 0, 
73163, 1, 0, 
73164, 1, 0, 
73165, 0, 0, 
73166, 0, 0, 
73167, 0, 0, 
73168, 1, 0, 
73169, 1, 0, 
73170, 1, 0, 
73171, 1, 0, 
73172, 1, 0, 
73173, 0, 0, 
73174, 0, 0, 
73175, 0, 0, 
73176, 0, 0, 
73177, 0, 0, 
73178, 0, 1, 
73179, 0, 1, 
73180, 0, 1, 
73181, 0, 1, 
73182, 0, 1, 
73183, 0, 1, 
73184, 0, 1, 
73185, 0, 1, 
73186, 0, 1, 
73187, 0, 1, 
73188, 0, 1, 
73189, 0, 1, 
73190, 0, 1, 
73191, 0, 1, 
73192, 0, 1, 
73193, 0, 1, 
73194, 0, 1, 
73195, 0, 1, 
73196, 0, 1, 
73197, 0, 1, 
73198, 0, 1, 
73199, 0, 1, 
73200, 0, 1, 
73201, 0, 1, 
73202, 0, 1, 
73203, 0, 1, 
73204, 0, 1, 
73205, 0, 1, 
73206, 0, 1, 
73207, 0, 1, 
73208, 0, 1, 
73209, 0, 1, 
73210, 0, 0, 
73211, 1, 0, 
73212, 1, 0, 
73213, 0, 0, 
73214, 0, 0, 
73215, 0, 0, 
73216, 1, 0, 
73217, 0, 0, 
73218, 0, 0, 
73219, 1, 0, 
73220, 0, 0, 
73221, 0, 0, 
73222, 0, 0, 
73223, 1, 0, 
73224, 1, 0, 
73225, 1, 0, 
73226, 1, 0, 
73227, 1, 0, 
73228, 0, 0, 
73229, 0, 0, 
73230, 0, 0, 
73231, 1, 0, 
73232, 1, 0, 
73233, 1, 0, 
73234, 0, 0, 
73235, 1, 0, 
73236, 1, 0, 
73237, 0, 0, 
73238, 0, 0, 
73239, 0, 0, 
73240, 0, 0, 
73241, 0, 0, 
73242, 0, 1, 
73243, 0, 1, 
73244, 0, 1, 
73245, 0, 1, 
73246, 0, 1, 
73247, 0, 1, 
73248, 0, 1, 
73249, 0, 1, 
73250, 0, 1, 
73251, 0, 1, 
73252, 0, 1, 
73253, 0, 1, 
73254, 0, 1, 
73255, 0, 1, 
73256, 0, 1, 
73257, 0, 1, 
73258, 0, 1, 
73259, 0, 1, 
73260, 0, 1, 
73261, 0, 1, 
73262, 0, 1, 
73263, 0, 1, 
73264, 0, 1, 
73265, 0, 1, 
73266, 0, 1, 
73267, 0, 1, 
73268, 0, 1, 
73269, 0, 1, 
73270, 0, 1, 
73271, 0, 1, 
73272, 0, 1, 
73273, 0, 1, 
73274, 0, 0, 
73275, 1, 0, 
73276, 1, 0, 
73277, 0, 0, 
73278, 0, 0, 
73279, 1, 0, 
73280, 0, 0, 
73281, 0, 0, 
73282, 1, 0, 
73283, 1, 0, 
73284, 0, 0, 
73285, 1, 0, 
73286, 1, 0, 
73287, 0, 0, 
73288, 1, 0, 
73289, 1, 0, 
73290, 0, 0, 
73291, 0, 0, 
73292, 1, 0, 
73293, 0, 0, 
73294, 1, 0, 
73295, 0, 0, 
73296, 1, 0, 
73297, 0, 0, 
73298, 1, 0, 
73299, 1, 0, 
73300, 0, 0, 
73301, 0, 0, 
73302, 0, 0, 
73303, 0, 0, 
73304, 0, 0, 
73305, 0, 0, 
73306, 0, 1, 
73307, 0, 1, 
73308, 0, 1, 
73309, 0, 1, 
73310, 0, 1, 
73311, 0, 1, 
73312, 0, 1, 
73313, 0, 1, 
73314, 0, 1, 
73315, 0, 1, 
73316, 0, 1, 
73317, 0, 1, 
73318, 0, 1, 
73319, 0, 1, 
73320, 0, 1, 
73321, 0, 1, 
73322, 0, 1, 
73323, 0, 1, 
73324, 0, 1, 
73325, 0, 1, 
73326, 0, 1, 
73327, 0, 1, 
73328, 0, 1, 
73329, 0, 1, 
73330, 0, 1, 
73331, 0, 1, 
73332, 0, 1, 
73333, 0, 1, 
73334, 0, 1, 
73335, 0, 1, 
73336, 0, 1, 
73337, 0, 1, 
73338, 0, 0, 
73339, 1, 0, 
73340, 1, 0, 
73341, 0, 0, 
73342, 0, 0, 
73343, 1, 0, 
73344, 1, 0, 
73345, 0, 0, 
73346, 1, 0, 
73347, 0, 0, 
73348, 0, 0, 
73349, 0, 0, 
73350, 0, 0, 
73351, 0, 0, 
73352, 0, 0, 
73353, 0, 0, 
73354, 1, 0, 
73355, 1, 0, 
73356, 1, 0, 
73357, 0, 0, 
73358, 0, 0, 
73359, 1, 0, 
73360, 0, 0, 
73361, 1, 0, 
73362, 0, 0, 
73363, 0, 0, 
73364, 0, 0, 
73365, 0, 0, 
73366, 0, 0, 
73367, 0, 0, 
73368, 0, 0, 
73369, 0, 0, 
73370, 0, 1, 
73371, 0, 1, 
73372, 0, 1, 
73373, 0, 1, 
73374, 0, 1, 
73375, 0, 1, 
73376, 0, 1, 
73377, 0, 1, 
73378, 0, 1, 
73379, 0, 1, 
73380, 0, 1, 
73381, 0, 1, 
73382, 0, 1, 
73383, 0, 1, 
73384, 0, 1, 
73385, 0, 1, 
73386, 0, 1, 
73387, 0, 1, 
73388, 0, 1, 
73389, 0, 1, 
73390, 0, 1, 
73391, 0, 1, 
73392, 0, 1, 
73393, 0, 1, 
73394, 0, 1, 
73395, 0, 1, 
73396, 0, 1, 
73397, 0, 1, 
73398, 0, 1, 
73399, 0, 1, 
73400, 0, 1, 
73401, 0, 1, 
73402, 0, 0, 
73403, 1, 0, 
73404, 1, 0, 
73405, 0, 0, 
73406, 0, 0, 
73407, 1, 0, 
73408, 1, 0, 
73409, 1, 0, 
73410, 1, 0, 
73411, 0, 0, 
73412, 0, 0, 
73413, 0, 0, 
73414, 0, 0, 
73415, 0, 0, 
73416, 0, 0, 
73417, 1, 0, 
73418, 1, 0, 
73419, 0, 0, 
73420, 1, 0, 
73421, 1, 0, 
73422, 1, 0, 
73423, 0, 0, 
73424, 0, 0, 
73425, 0, 0, 
73426, 1, 0, 
73427, 0, 0, 
73428, 1, 0, 
73429, 0, 0, 
73430, 0, 0, 
73431, 0, 0, 
73432, 0, 0, 
73433, 0, 0, 
73434, 0, 1, 
73435, 0, 1, 
73436, 0, 1, 
73437, 0, 1, 
73438, 0, 1, 
73439, 0, 1, 
73440, 0, 1, 
73441, 0, 1, 
73442, 0, 1, 
73443, 0, 1, 
73444, 0, 1, 
73445, 0, 1, 
73446, 0, 1, 
73447, 0, 1, 
73448, 0, 1, 
73449, 0, 1, 
73450, 0, 1, 
73451, 0, 1, 
73452, 0, 1, 
73453, 0, 1, 
73454, 0, 1, 
73455, 0, 1, 
73456, 0, 1, 
73457, 0, 1, 
73458, 0, 1, 
73459, 0, 1, 
73460, 0, 1, 
73461, 0, 1, 
73462, 0, 1, 
73463, 0, 1, 
73464, 0, 1, 
73465, 0, 1, 
73466, 0, 0, 
73467, 1, 0, 
73468, 1, 0, 
73469, 0, 0, 
73470, 0, 0, 
73471, 1, 0, 
73472, 1, 0, 
73473, 1, 0, 
73474, 1, 0, 
73475, 1, 0, 
73476, 0, 0, 
73477, 1, 0, 
73478, 0, 0, 
73479, 1, 0, 
73480, 1, 0, 
73481, 1, 0, 
73482, 0, 0, 
73483, 0, 0, 
73484, 0, 0, 
73485, 1, 0, 
73486, 0, 0, 
73487, 1, 0, 
73488, 0, 0, 
73489, 0, 0, 
73490, 0, 0, 
73491, 1, 0, 
73492, 1, 0, 
73493, 0, 0, 
73494, 0, 0, 
73495, 0, 0, 
73496, 0, 0, 
73497, 0, 0, 
73498, 0, 1, 
73499, 0, 1, 
73500, 0, 1, 
73501, 0, 1, 
73502, 0, 1, 
73503, 0, 1, 
73504, 0, 1, 
73505, 0, 1, 
73506, 0, 1, 
73507, 0, 1, 
73508, 0, 1, 
73509, 0, 1, 
73510, 0, 1, 
73511, 0, 1, 
73512, 0, 1, 
73513, 0, 1, 
73514, 0, 1, 
73515, 0, 1, 
73516, 0, 1, 
73517, 0, 1, 
73518, 0, 1, 
73519, 0, 1, 
73520, 0, 1, 
73521, 0, 1, 
73522, 0, 1, 
73523, 0, 1, 
73524, 0, 1, 
73525, 0, 1, 
73526, 0, 1, 
73527, 0, 1, 
73528, 0, 1, 
73529, 0, 1, 
73530, 0, 0, 
73531, 1, 0, 
73532, 1, 0, 
73533, 0, 0, 
73534, 0, 0, 
73535, 1, 0, 
73536, 1, 0, 
73537, 1, 0, 
73538, 1, 0, 
73539, 0, 0, 
73540, 0, 0, 
73541, 0, 0, 
73542, 1, 0, 
73543, 0, 0, 
73544, 0, 0, 
73545, 0, 0, 
73546, 0, 0, 
73547, 0, 0, 
73548, 0, 0, 
73549, 1, 0, 
73550, 1, 0, 
73551, 0, 0, 
73552, 0, 0, 
73553, 1, 0, 
73554, 0, 0, 
73555, 0, 0, 
73556, 1, 0, 
73557, 0, 0, 
73558, 0, 0, 
73559, 0, 0, 
73560, 0, 0, 
73561, 0, 0, 
73562, 0, 1, 
73563, 0, 1, 
73564, 0, 1, 
73565, 0, 1, 
73566, 0, 1, 
73567, 0, 1, 
73568, 0, 1, 
73569, 0, 1, 
73570, 0, 1, 
73571, 0, 1, 
73572, 0, 1, 
73573, 0, 1, 
73574, 0, 1, 
73575, 0, 1, 
73576, 0, 1, 
73577, 0, 1, 
73578, 0, 1, 
73579, 0, 1, 
73580, 0, 1, 
73581, 0, 1, 
73582, 0, 1, 
73583, 0, 1, 
73584, 0, 1, 
73585, 0, 1, 
73586, 0, 1, 
73587, 0, 1, 
73588, 0, 1, 
73589, 0, 1, 
73590, 0, 1, 
73591, 0, 1, 
73592, 0, 1, 
73593, 0, 1, 
73594, 0, 0, 
73595, 1, 0, 
73596, 1, 0, 
73597, 0, 0, 
73598, 0, 0, 
73599, 1, 0, 
73600, 1, 0, 
73601, 0, 0, 
73602, 0, 0, 
73603, 1, 0, 
73604, 1, 0, 
73605, 0, 0, 
73606, 0, 0, 
73607, 0, 0, 
73608, 0, 0, 
73609, 0, 0, 
73610, 1, 0, 
73611, 1, 0, 
73612, 1, 0, 
73613, 0, 0, 
73614, 0, 0, 
73615, 1, 0, 
73616, 1, 0, 
73617, 0, 0, 
73618, 0, 0, 
73619, 1, 0, 
73620, 0, 0, 
73621, 0, 0, 
73622, 0, 0, 
73623, 0, 0, 
73624, 0, 0, 
73625, 0, 0, 
73626, 0, 1, 
73627, 0, 1, 
73628, 0, 1, 
73629, 0, 1, 
73630, 0, 1, 
73631, 0, 1, 
73632, 0, 1, 
73633, 0, 1, 
73634, 0, 1, 
73635, 0, 1, 
73636, 0, 1, 
73637, 0, 1, 
73638, 0, 1, 
73639, 0, 1, 
73640, 0, 1, 
73641, 0, 1, 
73642, 0, 1, 
73643, 0, 1, 
73644, 0, 1, 
73645, 0, 1, 
73646, 0, 1, 
73647, 0, 1, 
73648, 0, 1, 
73649, 0, 1, 
73650, 0, 1, 
73651, 0, 1, 
73652, 0, 1, 
73653, 0, 1, 
73654, 0, 1, 
73655, 0, 1, 
73656, 0, 1, 
73657, 0, 1, 
73658, 0, 0, 
73659, 1, 0, 
73660, 1, 0, 
73661, 0, 0, 
73662, 0, 0, 
73663, 1, 0, 
73664, 0, 0, 
73665, 0, 0, 
73666, 1, 0, 
73667, 1, 0, 
73668, 0, 0, 
73669, 1, 0, 
73670, 1, 0, 
73671, 1, 0, 
73672, 1, 0, 
73673, 0, 0, 
73674, 1, 0, 
73675, 0, 0, 
73676, 1, 0, 
73677, 1, 0, 
73678, 1, 0, 
73679, 1, 0, 
73680, 1, 0, 
73681, 1, 0, 
73682, 1, 0, 
73683, 1, 0, 
73684, 0, 0, 
73685, 0, 0, 
73686, 0, 0, 
73687, 0, 0, 
73688, 0, 0, 
73689, 0, 0, 
73690, 0, 1, 
73691, 0, 1, 
73692, 0, 1, 
73693, 0, 1, 
73694, 0, 1, 
73695, 0, 1, 
73696, 0, 1, 
73697, 0, 1, 
73698, 0, 1, 
73699, 0, 1, 
73700, 0, 1, 
73701, 0, 1, 
73702, 0, 1, 
73703, 0, 1, 
73704, 0, 1, 
73705, 0, 1, 
73706, 0, 1, 
73707, 0, 1, 
73708, 0, 1, 
73709, 0, 1, 
73710, 0, 1, 
73711, 0, 1, 
73712, 0, 1, 
73713, 0, 1, 
73714, 0, 1, 
73715, 0, 1, 
73716, 0, 1, 
73717, 0, 1, 
73718, 0, 1, 
73719, 0, 1, 
73720, 0, 1, 
73721, 0, 1, 
73722, 0, 0, 
73723, 1, 0, 
73724, 1, 0, 
73725, 0, 0, 
73726, 0, 0, 
73727, 0, 0, 
73728, 1, 0, 
73729, 0, 0, 
73730, 0, 0, 
73731, 0, 0, 
73732, 1, 0, 
73733, 1, 0, 
73734, 1, 0, 
73735, 1, 0, 
73736, 0, 0, 
73737, 1, 0, 
73738, 1, 0, 
73739, 1, 0, 
73740, 0, 0, 
73741, 0, 0, 
73742, 1, 0, 
73743, 0, 0, 
73744, 1, 0, 
73745, 0, 0, 
73746, 1, 0, 
73747, 0, 0, 
73748, 0, 0, 
73749, 0, 0, 
73750, 0, 0, 
73751, 0, 0, 
73752, 0, 0, 
73753, 0, 0, 
73754, 0, 1, 
73755, 0, 1, 
73756, 0, 1, 
73757, 0, 1, 
73758, 0, 1, 
73759, 0, 1, 
73760, 0, 1, 
73761, 0, 1, 
73762, 0, 1, 
73763, 0, 1, 
73764, 0, 1, 
73765, 0, 1, 
73766, 0, 1, 
73767, 0, 1, 
73768, 0, 1, 
73769, 0, 1, 
73770, 0, 1, 
73771, 0, 1, 
73772, 0, 1, 
73773, 0, 1, 
73774, 0, 1, 
73775, 0, 1, 
73776, 0, 1, 
73777, 0, 1, 
73778, 0, 1, 
73779, 0, 1, 
73780, 0, 1, 
73781, 0, 1, 
73782, 0, 1, 
73783, 0, 1, 
73784, 0, 1, 
73785, 0, 1, 
73786, 0, 0, 
73787, 1, 0, 
73788, 0, 0, 
73789, 1, 0, 
73790, 1, 0, 
73791, 1, 0, 
73792, 1, 0, 
73793, 1, 0, 
73794, 1, 0, 
73795, 0, 0, 
73796, 0, 0, 
73797, 1, 0, 
73798, 1, 0, 
73799, 1, 0, 
73800, 1, 0, 
73801, 1, 0, 
73802, 1, 0, 
73803, 1, 0, 
73804, 1, 0, 
73805, 0, 0, 
73806, 1, 0, 
73807, 0, 0, 
73808, 1, 0, 
73809, 1, 0, 
73810, 0, 0, 
73811, 1, 0, 
73812, 1, 0, 
73813, 0, 0, 
73814, 0, 0, 
73815, 0, 0, 
73816, 0, 0, 
73817, 0, 0, 
73818, 0, 1, 
73819, 0, 1, 
73820, 0, 1, 
73821, 0, 1, 
73822, 0, 1, 
73823, 0, 1, 
73824, 0, 1, 
73825, 0, 1, 
73826, 0, 1, 
73827, 0, 1, 
73828, 0, 1, 
73829, 0, 1, 
73830, 0, 1, 
73831, 0, 1, 
73832, 0, 1, 
73833, 0, 1, 
73834, 0, 1, 
73835, 0, 1, 
73836, 0, 1, 
73837, 0, 1, 
73838, 0, 1, 
73839, 0, 1, 
73840, 0, 1, 
